location,total_sqft,bath,bhk
Gunjur,1195.0,2.0,2
Domlur,2400.0,4.0,6
Yelenahalli,1159.0,2.0,2
Harlur,1197.0,2.0,2
Old Airport Road,2690.0,4.0,4
Bommasandra,1295.0,2.0,3
Whitefield,1132.0,2.0,2
other,2350.0,3.0,3
other,2400.0,4.0,4
Hebbal,1645.0,3.0,3
Whitefield,3000.0,4.0,4
Marathahalli,1937.0,3.0,3
Doddathoguru,1015.0,2.0,2
Nagadevanahalli,1080.0,2.0,2
Kathriguppe,1350.0,2.0,3
Kothanur,1185.0,2.0,2
Domlur,1720.0,3.0,3
Hebbal,2080.0,3.0,3
Tindlu,1500.0,3.0,3
Yelahanka,1566.0,3.0,3
Rajaji Nagar,2386.0,3.0,3
KR Puram,1290.0,2.0,2
other,1839.0,3.0,3
other,4200.0,4.0,4
Kaval Byrasandra,1100.0,2.0,2
Uttarahalli,1315.0,2.0,3
Anandapura,1141.0,2.0,2
AECS Layout,1080.0,2.0,2
HBR Layout,1200.0,2.0,2
Varthur,1111.0,2.0,2
NGR Layout,1022.0,2.0,2
Bannerghatta Road,1275.0,2.0,2
Battarahalli,1135.0,2.0,2
Kudlu Gate,1535.0,3.0,3
Nagavarapalya,1392.0,2.0,2
Bellandur,1050.0,2.0,2
Hosa Road,1513.0,3.0,3
Gottigere,1621.0,3.0,3
Bannerghatta Road,892.0,2.0,2
Hebbal,1355.0,3.0,3
other,1250.0,5.0,5
Indira Nagar,1400.0,2.0,2
Kengeri,726.0,2.0,2
other,1500.0,3.0,3
Hebbal,3895.0,4.0,4
Horamavu Agara,1079.0,2.0,2
Begur Road,1170.0,2.0,2
Doddathoguru,1104.0,2.0,2
Hormavu,4818.0,4.0,4
Kogilu,1559.0,3.0,3
Benson Town,1750.0,3.0,3
Ramagondanahalli,1215.0,2.0,2
Talaghattapura,1868.0,3.0,3
Sarjapur  Road,1691.0,3.0,3
Ardendale,4355.0,3.0,5
Hulimavu,1225.0,2.0,2
JP Nagar,1690.0,3.0,3
Thigalarapalya,1418.0,2.0,2
Kasturi Nagar,1896.0,3.0,4
Sonnenahalli,605.0,1.0,1
Begur Road,800.0,5.0,5
Electronic City Phase II,900.0,2.0,2
other,750.0,2.0,1
Hoodi,780.0,3.0,3
Ananth Nagar,908.0,2.0,2
Thanisandra,3216.0,4.0,4
BEML Layout,2400.0,4.0,5
Iblur Village,1400.0,2.0,2
Kudlu,1092.0,2.0,2
Hulimavu,1255.0,2.0,2
Electronic City,1500.0,2.0,3
Horamavu Banaswadi,925.0,2.0,2
Raja Rajeshwari Nagar,1023.0,2.0,2
other,600.0,3.0,2
Choodasandra,1530.0,3.0,3
Hosakerehalli,1925.0,2.0,2
Kogilu,1190.0,2.0,2
6th Phase JP Nagar,1140.0,2.0,2
Green Glen Layout,1725.0,3.0,3
Bisuvanahalli,1075.0,2.0,3
Kannamangala,1574.0,3.0,3
Sanjay nagar,965.0,1.0,1
Kambipura,1082.0,2.0,3
Uttarahalli,1215.0,2.0,3
Hebbal,2483.0,5.0,4
1st Block Koramangala,2360.0,4.0,4
Ardendale,3198.0,4.0,4
Hebbal,2600.0,3.0,3
other,1200.0,2.0,2
Pai Layout,1255.0,2.0,2
other,1904.0,3.0,3
Somasundara Palya,1329.0,2.0,2
Chandapura,1200.0,2.0,2
Murugeshpalya,2135.0,3.0,3
other,2770.0,4.0,3
other,813.0,1.0,1
Doddaballapur,3876.0,3.0,3
Kalena Agrahara,800.0,2.0,2
Akshaya Nagar,1575.0,3.0,3
other,1630.0,2.0,3
Nagadevanahalli,1090.0,2.0,2
NGR Layout,1020.0,2.0,2
Varthur,1097.0,2.0,2
Raja Rajeshwari Nagar,1070.0,2.0,2
Kumaraswami Layout,1000.0,2.0,2
Hoodi,1120.0,8.0,8
Jigani,937.0,2.0,2
Green Glen Layout,1075.0,2.0,2
Panathur,1000.0,2.0,2
Yelachenahalli,897.0,2.0,5
Babusapalaya,1050.0,2.0,2
Marathahalli,1350.0,2.0,2
Mallasandra,1325.0,2.0,2
Hosur Road,1890.0,3.0,3
other,735.0,1.0,1
other,500.0,1.0,1
Gottigere,1304.0,3.0,3
Yelahanka,1653.0,3.0,3
Bisuvanahalli,1075.0,2.0,3
7th Phase JP Nagar,1212.0,3.0,2
other,1200.0,4.0,3
Billekahalli,1140.0,2.0,2
Kudlu Gate,1532.0,3.0,3
Doddaballapur,2776.0,4.0,3
Uttarahalli,1325.0,2.0,2
other,1200.0,3.0,3
R.T. Nagar,2000.0,4.0,4
Bannerghatta Road,1260.0,2.0,2
Vittasandra,1934.0,2.0,2
Malleshpalya,1060.0,2.0,2
Kasavanhalli,1476.0,3.0,3
Murugeshpalya,1185.0,2.0,2
other,1265.0,2.0,3
EPIP Zone,1280.0,2.0,2
Marathahalli,800.0,4.0,4
Hulimavu,1175.0,2.0,2
Indira Nagar,2400.0,4.0,4
Whitefield,1195.0,2.0,2
Ulsoor,2000.0,3.0,3
other,600.0,4.0,7
Hebbal Kempapura,800.0,5.0,4
Hosur Road,1180.0,2.0,2
Jakkur,1050.0,2.0,2
Subramanyapura,929.0,2.0,2
Green Glen Layout,1485.0,3.0,3
Electronics City Phase 1,1124.0,2.0,3
TC Palaya,2400.0,6.0,6
Hennur Road,1482.0,2.0,3
Sector 7 HSR Layout,1163.0,2.0,2
Jalahalli,1570.0,3.0,3
Whitefield,3480.0,4.0,3
Chandapura,520.0,1.0,1
other,2000.0,3.0,3
Prithvi Layout,1352.0,2.0,2
Electronic City,1152.0,2.0,2
other,1575.0,3.0,3
Hegde Nagar,1965.0,4.0,3
Sarjapur  Road,1.0,4.0,4
Marathahalli,957.0,2.0,2
Hoskote,1740.0,3.0,3
Neeladri Nagar,1060.0,2.0,2
Ramamurthy Nagar,1150.0,2.0,2
Kanakapura,1151.0,2.0,2
Uttarahalli,1300.0,2.0,3
Garudachar Palya,1150.0,2.0,2
Hebbal,1645.0,3.0,3
Babusapalaya,1141.0,2.0,2
7th Phase JP Nagar,1175.0,2.0,2
Banashankari Stage V,1355.0,2.0,3
Dasarahalli,1150.0,2.0,2
Balagere,1007.0,2.0,2
Kothanur,1436.0,3.0,3
Somasundara Palya,2372.0,3.0,3
R.T. Nagar,1500.0,6.0,6
Rajaji Nagar,1200.0,2.0,2
Rayasandra,1016.0,2.0,2
Dodda Nekkundi,1100.0,2.0,2
Electronic City,1070.0,2.0,2
Kadubeesanahalli,1532.0,3.0,3
Hennur,1040.0,2.0,2
other,3100.0,3.0,3
Tumkur Road,1137.5,2.0,2
Rajaji Nagar,1160.0,1.0,2
ITPL,3262.0,5.0,4
other,2100.0,7.0,7
HRBR Layout,1210.0,2.0,2
other,1500.0,3.0,3
Hebbal,1251.0,2.0,2
HSR Layout,1600.0,2.0,3
Electronic City,1128.0,2.0,2
Budigere,1820.0,3.0,3
Thigalarapalya,2072.0,4.0,3
Hoodi,1925.0,2.0,3
Hennur Road,2651.0,2.0,3
Kumaraswami Layout,1000.0,2.0,2
KR Puram,1752.0,3.0,3
Sahakara Nagar,960.0,2.0,2
Benson Town,2270.0,3.0,3
NRI Layout,650.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Bisuvanahalli,1180.0,2.0,3
Bannerghatta Road,1157.0,2.0,2
Banashankari Stage III,1305.0,2.0,3
Hegde Nagar,2006.0,4.0,3
Jakkur,1290.0,2.0,2
Hoskote,1170.0,2.0,2
other,971.0,2.0,4
Yelachenahalli,1400.0,2.0,2
Lakshminarayana Pura,1200.0,2.0,2
Hormavu,1725.0,3.0,3
Kanakpura Road,700.0,2.0,2
Hoodi,1112.0,2.0,2
Somasundara Palya,1178.0,2.0,2
Badavala Nagar,1274.0,2.0,2
Doddathoguru,915.0,2.0,2
6th Phase JP Nagar,1650.0,6.0,8
Hosur Road,760.0,1.0,1
other,1645.0,3.0,3
other,1200.0,4.0,4
other,1200.0,4.0,4
Yelenahalli,1056.0,2.0,2
Raja Rajeshwari Nagar,4800.0,8.0,8
Uttarahalli,850.0,2.0,2
Green Glen Layout,1715.0,3.0,3
Basavangudi,2300.0,3.0,3
8th Phase JP Nagar,1080.0,2.0,2
Kasavanhalli,1200.0,2.0,2
other,2400.0,4.0,4
Banashankari,1400.0,2.0,3
Whitefield,1500.0,4.0,4
Kanakpura Road,458.0,1.0,1
Marathahalli,1230.0,2.0,2
Banashankari,1700.0,3.0,3
Banashankari,1020.0,2.0,2
Nagarbhavi,1200.0,2.0,2
Yelahanka,1275.0,2.0,3
other,1600.0,3.0,4
Kanakapura,1110.0,2.0,2
Uttarahalli,1627.86,3.0,3
Whitefield,3004.0,4.0,4
Hosa Road,1133.0,2.0,2
Hennur Road,1182.0,2.0,2
Tumkur Road,1500.0,3.0,3
Hebbal Kempapura,3900.0,5.0,4
Marathahalli,1200.0,2.0,2
Raja Rajeshwari Nagar,1128.0,2.0,2
other,900.0,2.0,2
Amruthahalli,1100.0,2.0,2
Kengeri Satellite Town,635.0,1.0,2
Ardendale,2062.0,3.0,4
Thanisandra,1874.0,4.0,3
Vidyaranyapura,600.0,3.0,4
Old Madras Road,1171.0,2.0,2
Sarjapur,2020.0,3.0,3
8th Phase JP Nagar,1059.0,2.0,2
Jakkur,1760.0,3.0,3
other,1200.0,2.0,2
Hebbal,1645.0,3.0,3
Whitefield,1250.0,2.0,2
Whitefield,709.0,1.0,1
Whitefield,1340.0,2.0,2
Cooke Town,2388.0,4.0,3
Hosa Road,1369.1,2.0,2
Bannerghatta Road,1150.0,2.0,2
Kanakapura,1938.0,3.0,3
Begur Road,2462.0,4.0,4
Budigere,1636.0,3.0,3
Akshaya Nagar,1430.0,2.0,3
Electronic City Phase II,993.0,2.0,3
Laggere,1260.0,4.0,4
Yelahanka,1270.0,2.0,2
Anjanapura,1500.0,3.0,3
Koramangala,2300.0,3.0,3
Panathur,1109.0,2.0,2
Sarjapur,2885.0,3.0,4
Banashankari,1200.0,9.0,9
Devanahalli,1600.0,3.0,3
Kothanur,1462.0,3.0,3
Marathahalli,607.0,1.0,1
Kammasandra,930.0,2.0,2
Varthur,4500.0,5.0,4
Sahakara Nagar,1200.0,5.0,5
Electronic City Phase II,1418.0,3.0,3
EPIP Zone,1125.0,2.0,2
CV Raman Nagar,1825.0,3.0,3
Whitefield,1320.0,2.0,2
HAL 2nd Stage,1490.0,2.0,3
other,1650.0,3.0,4
Whitefield,750.0,2.0,2
Yelahanka,1400.0,2.0,3
other,4104.0,4.0,4
Mahadevpura,3295.0,4.0,5
other,1150.0,3.0,4
Whitefield,1200.0,3.0,3
Poorna Pragna Layout,965.0,2.0,2
Gottigere,812.0,1.0,1
KR Puram,1100.0,2.0,2
HSR Layout,1145.0,2.0,2
Haralur Road,1027.0,2.0,2
Hegde Nagar,1200.0,2.0,2
Kenchenahalli,1015.0,2.0,2
Kaggalipura,2400.0,3.0,3
Whitefield,3000.0,4.0,4
JP Nagar,1300.0,2.0,2
Hebbal Kempapura,1300.0,2.0,2
Hosa Road,1512.0,3.0,3
Bhoganhalli,1053.4,3.0,3
Yeshwanthpur,605.0,1.0,1
Hormavu,1153.0,2.0,2
Hulimavu,1255.0,2.0,2
Marathahalli,1583.0,3.0,3
Kathriguppe,1365.0,2.0,3
other,1200.0,3.0,3
other,1810.0,4.0,3
Magadi Road,440.0,1.0,1
Subramanyapura,975.0,2.0,2
other,1530.0,2.0,3
Channasandra,1115.0,2.0,2
Sarjapur  Road,1308.0,2.0,2
Parappana Agrahara,1194.0,2.0,2
Sarjapur  Road,1592.0,3.0,3
Rajaji Nagar,1222.0,2.0,2
Raja Rajeshwari Nagar,1267.0,2.0,2
Balagere,656.0,1.0,1
Dodda Nekkundi,3400.0,4.0,4
Garudachar Palya,4500.0,5.0,4
Chandapura,1200.0,1.0,2
Thanisandra,1698.0,3.0,3
Electronic City,1152.0,2.0,2
Raja Rajeshwari Nagar,550.0,1.0,1
Pattandur Agrahara,900.0,2.0,2
Akshaya Nagar,1419.0,2.0,3
Amruthahalli,1200.0,2.0,2
Gottigere,990.0,2.0,2
Bannerghatta Road,1100.0,2.0,2
Ramamurthy Nagar,850.0,2.0,4
other,1500.0,2.0,3
Frazer Town,2560.0,3.0,3
Dasarahalli,2400.0,3.0,7
Talaghattapura,1856.0,3.0,3
Sarjapur  Road,1150.0,2.0,2
Abbigere,1200.0,4.0,5
Hennur Road,1036.0,2.0,2
Whitefield,3445.0,5.0,4
Dodsworth Layout,1400.0,2.0,2
Bommanahalli,1110.0,2.0,2
Kodichikkanahalli,1150.0,2.0,2
Kenchenahalli,715.0,1.0,1
Magadi Road,1200.0,4.0,4
Rajaji Nagar,1200.0,3.0,5
Whitefield,1700.0,3.0,3
Kanakpura Road,1591.0,3.0,3
Marathahalli,2500.0,3.0,5
Nagasandra,1750.0,5.0,7
Sector 1 HSR Layout,1533.0,3.0,3
Cunningham Road,3815.0,3.0,3
Banashankari Stage II,1500.0,2.0,3
Begur Road,1160.0,2.0,2
Chandapura,620.0,1.0,1
Vidyaranyapura,1200.0,7.0,8
Whitefield,4827.0,4.0,4
Whitefield,1405.0,2.0,2
Gunjur,1190.0,2.0,2
Harlur,1174.0,2.0,2
Seegehalli,1155.0,2.0,2
Thanisandra,1411.0,3.0,3
Kereguddadahalli,1000.0,2.0,2
Jigani,923.0,2.0,2
Battarahalli,1276.0,2.0,2
other,833.0,1.0,1
other,1750.0,5.0,5
Ramamurthy Nagar,1200.0,2.0,2
Yeshwanthpur,669.0,1.0,1
Kothanur,1790.0,3.0,3
NGR Layout,1020.0,2.0,2
other,3250.0,5.0,4
Kodichikkanahalli,1070.0,2.0,2
other,3000.0,5.0,4
Kanakpura Road,1207.0,2.0,2
Varthur,1140.0,2.0,2
other,3811.0,3.0,4
Sarjapur  Road,1965.0,3.0,3
Haralur Road,1225.0,2.0,2
Marathahalli,1075.0,2.0,2
Panathur,1000.0,2.0,2
Hennur Road,1891.0,3.0,3
Yelahanka,1322.0,2.0,2
other,1095.0,3.0,3
Bellandur,3600.0,4.0,4
AECS Layout,1045.0,2.0,2
Thanisandra,1996.0,3.0,3
Brookefield,1125.0,2.0,2
Mysore Road,1560.0,3.0,3
Murugeshpalya,3100.0,4.0,4
Sarjapur  Road,2275.0,4.0,3
Dasanapura,708.0,1.0,1
Sarjapur  Road,1680.0,3.0,3
Hoodi,1400.0,2.0,2
Bellandur,1310.0,2.0,2
BTM Layout,3300.0,6.0,6
Chikkalasandra,1428.0,2.0,3
Akshaya Nagar,750.0,4.0,4
Whitefield,3252.0,4.0,4
Haralur Road,1194.0,2.0,2
8th Phase JP Nagar,1080.0,2.0,2
other,1200.0,2.0,3
Badavala Nagar,1842.0,3.0,3
Sector 2 HSR Layout,1146.0,2.0,2
Rachenahalli,440.0,1.0,1
Sahakara Nagar,1048.0,2.0,2
Thanisandra,1801.0,3.0,3
Hennur Road,1232.0,2.0,2
Whitefield,1150.0,2.0,2
Talaghattapura,1868.0,3.0,3
Begur,1445.0,2.0,3
Hebbal Kempapura,1466.0,2.0,3
JP Nagar,3860.0,3.0,3
Somasundara Palya,1185.0,2.0,2
Yeshwanthpur,3027.0,4.0,3
Whitefield,2400.0,4.0,4
Kaval Byrasandra,1185.0,2.0,2
Pai Layout,1075.0,2.0,2
Hebbal,1760.0,3.0,3
Banashankari,1600.0,2.0,2
other,910.0,4.0,4
Haralur Road,1000.0,2.0,2
7th Phase JP Nagar,1215.0,2.0,2
EPIP Zone,1734.0,3.0,3
Akshaya Nagar,1280.0,2.0,2
Horamavu Banaswadi,1272.0,2.0,2
Kereguddadahalli,1240.0,3.0,3
Varthur,704.0,8.0,8
Yelahanka,1100.0,2.0,2
Ambalipura,896.0,2.0,2
Rachenahalli,3657.0,5.0,4
BTM 2nd Stage,1200.0,2.0,2
Ambalipura,3500.0,3.0,3
Sarjapur,1500.0,2.0,2
other,580.0,2.0,2
Nagarbhavi,1145.0,2.0,2
Seegehalli,1830.0,4.0,3
other,1280.0,4.0,4
Chandapura,645.0,1.0,1
Banashankari Stage III,1305.0,2.0,3
Thigalarapalya,1207.0,2.0,2
Thanisandra,1678.0,3.0,3
Kaggalipura,950.0,2.0,2
Munnekollal,1200.0,7.0,10
Electronic City,1070.0,2.0,2
Ardendale,1732.46,3.0,3
Marathahalli,1360.0,2.0,2
Malleshpalya,2592.0,4.0,4
Lakshminarayana Pura,1656.0,3.0,3
Dodda Nekkundi,1999.0,3.0,3
7th Phase JP Nagar,1050.0,2.0,2
Basavangudi,1600.0,2.0,3
Ramagondanahalli,1253.0,2.0,2
other,1200.0,3.0,3
other,1655.0,3.0,3
Old Madras Road,2600.0,4.0,4
Sarjapur  Road,1418.0,2.0,2
Kalena Agrahara,1270.0,2.0,2
Ramamurthy Nagar,600.0,3.0,2
other,1200.0,2.0,3
Chandapura,1200.0,5.0,4
Jalahalli,600.0,3.0,3
Whitefield,624.0,1.0,1
Electronic City,1060.0,2.0,2
Hebbal,3960.0,5.0,4
Vidyaranyapura,1200.0,4.0,4
KR Puram,950.0,2.0,2
Vishwapriya Layout,1235.0,2.0,2
Budigere,722.0,1.0,1
Kanakpura Road,2775.0,3.0,4
Sarjapur  Road,1200.0,2.0,2
Marathahalli,1220.0,2.0,2
Nagavarapalya,705.0,1.0,1
Battarahalli,1880.0,3.0,3
Yelahanka,1200.0,2.0,2
Lingadheeranahalli,1893.0,3.0,3
other,1500.0,2.0,2
Seegehalli,4000.0,3.0,3
Haralur Road,1830.0,3.0,3
Kodigehalli,1200.0,2.0,2
Bommasandra,1015.0,2.0,2
Raja Rajeshwari Nagar,1120.0,2.0,2
Hoodi,706.0,1.0,1
Kumaraswami Layout,610.0,4.0,6
Harlur,1200.0,4.0,4
Bisuvanahalli,1075.0,2.0,3
Kanakpura Road,1290.0,2.0,2
Akshaya Nagar,1200.0,2.0,2
Hormavu,1150.0,2.0,2
Uttarahalli,1360.0,2.0,3
other,675.0,6.0,6
Marathahalli,4000.0,4.0,4
Marathahalli,950.0,2.0,2
other,600.0,3.0,2
Hegde Nagar,3216.0,5.0,4
Sarjapur  Road,1115.0,2.0,2
Rajiv Nagar,2340.0,5.0,4
Judicial Layout,1200.0,6.0,6
Whitefield,4356.0,5.0,4
9th Phase JP Nagar,1005.0,2.0,2
Kengeri,416.0,1.0,1
1st Phase JP Nagar,1394.0,2.0,2
other,1550.0,3.0,3
Thanisandra,1265.0,2.0,2
Varthur,1012.0,2.0,2
Varthur,1600.0,4.0,4
other,1705.0,2.0,3
Chikkalasandra,1070.0,2.0,2
Whitefield,1700.0,3.0,3
Bhoganhalli,910.2,2.0,2
Kogilu,1140.0,2.0,2
Whitefield,4960.0,4.0,4
Talaghattapura,2254.0,3.0,3
Kanakapura,945.0,2.0,2
Giri Nagar,1350.0,3.0,3
Marathahalli,615.0,1.0,1
Ramamurthy Nagar,1110.0,2.0,2
Haralur Road,575.0,1.0,1
Electronic City,1025.0,2.0,2
other,3179.0,5.0,4
Kaikondrahalli,1342.0,3.0,3
Whitefield,2928.0,4.0,4
Doddathoguru,1140.0,2.0,2
Raja Rajeshwari Nagar,1608.0,2.0,2
Kadugodi,1645.0,2.0,3
Harlur,1200.0,2.0,2
Dodda Nekkundi,3800.0,4.0,4
Kalyan nagar,1080.0,2.0,2
Akshaya Nagar,1092.0,2.0,2
Jalahalli,1932.0,4.0,3
KR Puram,1156.0,2.0,2
Bellandur,924.0,2.0,2
Thubarahalli,1330.0,2.0,2
Thanisandra,1917.0,4.0,3
other,2400.0,6.0,6
other,1800.0,5.0,4
other,1290.0,1.0,2
Kodigehalli,655.0,1.0,1
other,1800.0,3.0,3
Margondanahalli,1360.0,2.0,4
Bellandur,1785.0,3.0,3
Kadugodi,4000.0,7.0,7
Hebbal,1645.0,3.0,3
Gottigere,1235.0,2.0,2
Anandapura,900.0,2.0,2
Thanisandra,662.0,1.0,1
TC Palaya,1440.0,5.0,5
Bisuvanahalli,845.0,2.0,2
Sarjapur  Road,1525.0,2.0,3
Hebbal,1255.0,2.0,3
Mysore Road,1560.0,3.0,3
Kodichikkanahalli,1620.0,2.0,3
Marathahalli,1595.0,3.0,3
9th Phase JP Nagar,835.0,2.0,2
Thigalarapalya,1418.0,2.0,2
Sanjay nagar,1900.0,2.0,3
BTM 2nd Stage,1070.0,2.0,2
Ramamurthy Nagar,2000.0,9.0,9
Munnekollal,2400.0,40.0,43
Electronics City Phase 1,755.0,1.0,1
Hebbal,1645.0,3.0,3
Sarjapur,2400.0,3.0,3
Chandapura,645.0,1.0,1
other,3900.0,4.0,4
other,2400.0,4.0,3
other,2416.0,10.0,10
Bannerghatta Road,1725.0,3.0,3
Sarjapur  Road,1346.0,2.0,2
Electronic City Phase II,1070.0,2.0,2
Begur Road,1225.0,2.0,2
Sarakki Nagar,880.0,6.0,6
Neeladri Nagar,640.0,1.0,1
Kanakapura,1190.0,2.0,2
Marathahalli,1350.0,2.0,2
Vittasandra,1404.0,2.0,2
other,1650.0,4.0,4
Dodda Nekkundi,1100.0,2.0,2
Thanisandra,1948.0,3.0,3
Raja Rajeshwari Nagar,1210.0,2.0,2
Nagarbhavi,1200.0,4.0,5
7th Phase JP Nagar,1300.0,3.0,3
7th Phase JP Nagar,1130.0,2.0,2
Budigere,1200.0,3.0,4
Thanisandra,1690.0,3.0,3
Marathahalli,1020.0,2.0,2
Hennur Road,1804.0,3.0,3
Marathahalli,1600.0,3.0,2
Uttarahalli,1280.0,2.0,2
Hebbal,1255.0,3.0,3
Koramangala,1320.0,2.0,2
Hoodi,1257.0,2.0,2
Raja Rajeshwari Nagar,1240.0,2.0,2
other,1200.0,4.0,4
Bannerghatta Road,1850.0,6.0,6
Hulimavu,1255.0,2.0,2
Ananth Nagar,870.0,2.0,2
Basaveshwara Nagar,800.0,6.0,6
other,600.0,3.0,3
R.T. Nagar,1235.0,2.0,2
CV Raman Nagar,1025.0,2.0,2
Raja Rajeshwari Nagar,1395.0,2.0,3
Rachenahalli,1530.0,2.0,3
Dodda Nekkundi,1252.0,2.0,3
Hennur Road,1081.0,2.0,2
Haralur Road,1255.0,3.0,3
Ardendale,2062.0,3.0,4
Bisuvanahalli,1180.0,2.0,3
Sarjapur  Road,715.0,1.0,1
Sarjapur  Road,1230.0,2.0,2
Kaggadasapura,1035.0,2.0,2
Kathriguppe,1300.0,3.0,3
Whitefield,1216.0,2.0,2
Nagavarapalya,705.0,1.0,1
Gottigere,1385.0,3.0,3
Koramangala,1320.0,2.0,2
other,1900.0,3.0,3
Varthur,1140.0,2.0,2
Kadugodi,1100.0,2.0,2
Rajaji Nagar,1263.0,2.0,2
Begur Road,1565.0,2.0,3
Karuna Nagar,1163.0,3.0,3
Whitefield,2882.0,5.0,4
Hennur Road,2320.0,3.0,3
Sarjapur  Road,1750.0,3.0,3
Kudlu,1143.0,2.0,2
Hennur Road,1936.0,3.0,3
Chandapura,700.0,1.0,2
other,1402.0,2.0,3
Hebbal,4640.0,4.0,4
Gottigere,1000.0,2.0,2
Kengeri Satellite Town,818.0,2.0,2
Bommenahalli,1680.0,3.0,4
Kalyan nagar,2422.0,3.0,4
Indira Nagar,1145.0,2.0,2
Sarjapur  Road,1145.0,2.0,2
Bannerghatta Road,950.0,2.0,2
Banashankari,1041.0,2.0,2
Thubarahalli,1085.0,2.0,2
Anjanapura,1070.0,2.0,2
Raja Rajeshwari Nagar,1165.0,2.0,2
Bommasandra,1000.0,2.0,2
Horamavu Agara,1169.0,2.0,2
other,1150.0,4.0,4
Whitefield,1840.0,3.0,3
Kaval Byrasandra,997.0,2.0,2
Gunjur,1457.0,2.0,2
ISRO Layout,1000.0,2.0,2
KR Puram,1000.0,2.0,2
Sarjapur  Road,1500.0,3.0,3
other,958.0,3.0,5
Lakshminarayana Pura,1165.0,2.0,2
other,1200.0,7.0,7
Kasavanhalli,1787.0,3.0,3
Raja Rajeshwari Nagar,1288.0,2.0,3
Doddathoguru,750.0,1.0,1
Yelachenahalli,900.0,2.0,4
Channasandra,1200.0,3.0,3
Electronic City,1500.0,2.0,3
Ambalipura,1230.0,2.0,2
Marathahalli,780.0,1.0,1
Bannerghatta Road,1220.0,2.0,2
other,2100.0,3.0,3
Hosakerehalli,1380.0,9.0,9
Akshaya Nagar,1690.0,3.0,3
Bannerghatta Road,1130.0,2.0,2
Kengeri,900.0,2.0,2
Panathur,1199.0,2.0,2
Bellandur,700.0,8.0,7
Uttarahalli,661.0,1.0,1
other,1804.0,2.0,2
Marathahalli,1710.0,3.0,3
Kengeri Satellite Town,1030.0,2.0,2
Ramamurthy Nagar,1200.0,2.0,2
Nagarbhavi,300.0,1.0,1
Green Glen Layout,1751.0,2.0,3
R.T. Nagar,800.0,1.0,2
Panathur,1255.0,2.0,2
Whitefield,1778.0,3.0,3
Hennur Road,1480.0,2.0,2
Marathahalli,1358.0,2.0,2
Electronics City Phase 1,580.0,1.0,1
Choodasandra,1197.0,2.0,2
HRBR Layout,1200.0,2.0,4
Lingadheeranahalli,1705.0,3.0,3
Hoodi,1132.0,2.0,2
other,1200.0,3.0,3
Electronic City,1575.0,3.0,3
Pattandur Agrahara,1302.0,2.0,2
Hegde Nagar,2006.8,4.0,3
other,2400.0,5.0,5
Electronic City,435.0,1.0,1
other,1590.0,3.0,3
Electronic City Phase II,1140.0,2.0,2
Kasavanhalli,1090.0,2.0,2
Thanisandra,1922.0,3.0,3
Thanisandra,965.0,2.0,2
Mysore Road,883.0,2.0,2
8th Phase JP Nagar,1062.0,2.0,2
Electronic City Phase II,1089.0,2.0,2
Hoodi,1108.0,2.0,2
Harlur,1197.0,2.0,2
Sarjapur  Road,1750.0,3.0,4
Kasavanhalli,1691.0,3.0,3
Electronic City,1449.0,3.0,3
Whitefield,1400.0,2.0,2
Green Glen Layout,1750.0,3.0,3
7th Phase JP Nagar,1450.0,3.0,3
Haralur Road,1810.0,3.0,3
Vittasandra,1246.0,2.0,2
Brookefield,1420.0,3.0,3
Old Airport Road,2658.0,5.0,4
other,1450.0,2.0,3
other,1200.0,4.0,4
Talaghattapura,2254.0,3.0,3
Begur Road,1160.0,2.0,2
Sanjay nagar,1200.0,4.0,5
other,750.0,6.0,9
Raja Rajeshwari Nagar,1120.0,2.0,2
Kaggalipura,950.0,2.0,2
Basavangudi,1560.0,2.0,2
other,1250.0,15.0,14
Sarjapur  Road,1846.0,3.0,3
Dodda Nekkundi,1155.0,2.0,2
Raja Rajeshwari Nagar,1140.0,2.0,2
Jalahalli East,1300.0,2.0,3
Bellandur,1051.0,2.0,2
Uttarahalli,1134.0,2.0,2
Kodihalli,2500.0,4.0,3
Banashankari,500.0,5.0,5
other,1665.0,3.0,3
Kanakpura Road,1868.0,3.0,3
Anandapura,640.0,3.0,3
other,2300.0,4.0,4
Ambalipura,1351.0,2.0,2
Hebbal,1636.0,3.0,3
R.T. Nagar,2400.0,6.0,5
Haralur Road,1464.0,2.0,2
Attibele,418.0,1.0,1
Bannerghatta,2370.0,4.0,3
Rachenahalli,1530.0,2.0,3
Marathahalli,1290.0,2.0,2
Sarjapur  Road,1846.0,3.0,3
Hegde Nagar,1847.0,3.0,3
Whitefield,3100.0,4.0,4
Hoodi,1430.0,2.0,2
Old Madras Road,935.0,2.0,2
Attibele,1350.0,3.0,3
Kammanahalli,540.0,3.0,3
Hennur Road,1590.0,3.0,3
Shivaji Nagar,1554.0,3.0,2
Hebbal,3520.0,3.0,3
Harlur,1749.0,3.0,3
other,2250.0,5.0,5
Bommenahalli,1632.0,3.0,4
Haralur Road,1520.0,2.0,3
Bisuvanahalli,1075.0,2.0,3
other,5.0,7.0,7
Sector 7 HSR Layout,1342.0,2.0,2
HBR Layout,1004.0,2.0,2
Ramagondanahalli,1295.0,2.0,2
Thanisandra,1098.0,2.0,2
Kothanur,1070.0,2.0,2
Hosa Road,1016.0,2.0,2
